"ITTER107","Territorio","TIPO_DATO_ISTR","Tipo dato","SEXISTAT1","Sesso","CITTADINANZA","Cittadinanza","ORDINESCOL2","Ordine scolastico","NATGIUR1","Gestione della scuola","TIPO_SCUOLA2","Tipo di scuola superiore","TIME","Seleziona anno (anno t= anno sc. t-1 / t)","Value","Flag Codes","Flags"
"ITD5","Emilia-Romagna","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","IND","istituto professionale per l'industria e l'artigianato","2019","2019",6433,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",27,,
"ITC4","Lombardia","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","SUR","istituto tecnico per geometri","2019","2019",2863,,
"ITD2","Provincia Autonoma Trento","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","CLA","liceo classico","2019","2019",916,,
"ITC","Nord-ovest","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",96,,
"ITC","Nord-ovest","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","ALL","totale","2019","2019",299141,,
"ITF3","Campania","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","SCI","liceo scientifico","2019","2019",241,,
"ITD","Nord-est","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","CLA","liceo classico","2019","2019",18,,
"ITF2","Molise","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","ART","istituto d arte","2019","2019",192,,
"IT","Italia","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","STA","statale","COMM","istituto tecnico commerciale","2019","2019",323226,,
"ITE2","Umbria","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","SUR","istituto tecnico per geometri","2019","2019",7,,
"ITF2","Molise","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","COM","istituto professionale per i servizi commerciali","2019","2019",233,,
"ITC4","Lombardia","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","INDU","istituto tecnico industriale","2019","2019",86,,
"ITC","Nord-ovest","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","COM","istituto professionale per i servizi commerciali","2019","2019",43660,,
"ITE4","Lazio","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PRI","privata","INDU","istituto tecnico industriale","2019","2019",29,,
"ITE3","Marche","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","ALL","totale","SUR","istituto tecnico per geometri","2019","2019",35,,
"ITDA","Trentino Alto Adige / Südtirol","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","ART","istituto d arte","2019","2019",85,,
"ITD","Nord-est","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","STA","statale","IND","istituto professionale per l'industria e l'artigianato","2019","2019",7795,,
"ITE","Centro","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","IND","istituto professionale per l'industria e l'artigianato","2019","2019",25035,,
"ITE4","Lazio","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","STA","statale","SUR","istituto tecnico per geometri","2019","2019",12,,
"ITD5","Emilia-Romagna","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","STA","statale","SUR","istituto tecnico per geometri","2019","2019",2405,,
"IT","Italia","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","COM","istituto professionale per i servizi commerciali","2019","2019",6,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PRI","privata","LIN","liceo linguistico","2019","2019",5,,
"ITE","Centro","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","CLA","liceo classico","2019","2019",2603,,
"ITF2","Molise","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","STA","statale","ART","istituto d arte","2019","2019",126,,
"ITD3","Veneto","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","TECH","altri istituti tecnici","2019","2019",302,,
"ITE","Centro","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","COM","istituto professionale per i servizi commerciali","2019","2019",8427,,
"ITC","Nord-ovest","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","CLA","liceo classico","2019","2019",1938,,
"ITD4","Friuli-Venezia Giulia","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","SCI","liceo scientifico","2019","2019",11988,,
"ITD3","Veneto","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","SCI","liceo scientifico","2019","2019",928,,
"ITD4","Friuli-Venezia Giulia","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","STA","statale","ART","istituto d arte","2019","2019",2068,,
"ITD3","Veneto","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","SCI","liceo scientifico","2019","2019",1850,,
"ITC","Nord-ovest","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","ART","istituto d arte","2019","2019",3764,,
"ITC3","Liguria","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","SUR","istituto tecnico per geometri","2019","2019",25,,
"ITF","Sud","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","VOC_OTH","altri istituti professionali","2019","2019",58,,
"ITD3","Veneto","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","LIN","liceo linguistico","2019","2019",22,,
"IT","Italia","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","ALL","totale","ART","istituto d arte","2019","2019",2343,,
"ITD2","Provincia Autonoma Trento","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","ART","istituto d arte","2019","2019",3,,
"ITD3","Veneto","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","ALL","totale","TECH","altri istituti tecnici","2019","2019",6285,,
"ITF2","Molise","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","ARTI","liceo artistico","2019","2019",18,,
"ITF3","Campania","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PRI","privata","CLA","liceo classico","2019","2019",28,,
"ITD2","Provincia Autonoma Trento","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","COM","istituto professionale per i servizi commerciali","2019","2019",2,,
"ITD5","Emilia-Romagna","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","VOC_OTH","altri istituti professionali","2019","2019",7024,,
"ITC3","Liguria","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",23,,
"ITE1","Toscana","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","ARTI","liceo artistico","2019","2019",14,,
"ITF","Sud","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","IND","istituto professionale per l'industria e l'artigianato","2019","2019",150,,
"ITC4","Lombardia","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PRI","privata","INDU","istituto tecnico industriale","2019","2019",127,,
"ITD5","Emilia-Romagna","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","ARTI","liceo artistico","2019","2019",717,,
"ITF3","Campania","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","COM","istituto professionale per i servizi commerciali","2019","2019",594,,
"ITD2","Provincia Autonoma Trento","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",31,,
"ITF2","Molise","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","IND","istituto professionale per l'industria e l'artigianato","2019","2019",20,,
"ITE3","Marche","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","STA","statale","COM","istituto professionale per i servizi commerciali","2019","2019",894,,
"ITF2","Molise","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","ALL","totale","2019","2019",7114,,
"ITD1","Provincia Autonoma Bolzano / Bozen","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","ALL","totale","2019","2019",8596,,
"ITC1","Piemonte","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","STA","statale","IND","istituto professionale per l'industria e l'artigianato","2019","2019",6572,,
"ITC3","Liguria","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","STA","statale","IND","istituto professionale per l'industria e l'artigianato","2019","2019",1635,,
"ITDA","Trentino Alto Adige / Südtirol","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","IND","istituto professionale per l'industria e l'artigianato","2019","2019",1,,
"ITE1","Toscana","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",828,,
"ITD3","Veneto","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","STA","statale","CLA","liceo classico","2019","2019",216,,
"ITE1","Toscana","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","STA","statale","ARTI","liceo artistico","2019","2019",258,,
"ITE2","Umbria","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","STA","statale","SCI","liceo scientifico","2019","2019",5179,,
"ITD1","Provincia Autonoma Bolzano / Bozen","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","SCI","liceo scientifico","2019","2019",96,,
"ITF","Sud","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",4713,,
"ITD","Nord-est","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","ALL","totale","2019","2019",19065,,
"ITC","Nord-ovest","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",2817,,
"ITE3","Marche","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","SUR","istituto tecnico per geometri","2019","2019",667,,
"ITD3","Veneto","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PRI","privata","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",400,,
"ITDA","Trentino Alto Adige / Südtirol","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","ALL","totale","2019","2019",3157,,
"IT","Italia","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","SCI","liceo scientifico","2019","2019",483,,
"ITD4","Friuli-Venezia Giulia","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",48,,
"ITC3","Liguria","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","STA","statale","TECH","altri istituti tecnici","2019","2019",2425,,
"ITD4","Friuli-Venezia Giulia","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","COMM","istituto tecnico commerciale","2019","2019",3274,,
"ITE2","Umbria","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","ALL","totale","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",72,,
"ITE4","Lazio","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","PRI","privata","CLA","liceo classico","2019","2019",656,,
"ITE","Centro","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","STA","statale","IND","istituto professionale per l'industria e l'artigianato","2019","2019",4392,,
"ITE","Centro","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",995,,
"ITDA","Trentino Alto Adige / Südtirol","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","ART","istituto d arte","2019","2019",47,,
"ITE1","Toscana","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","ARTI","liceo artistico","2019","2019",280,,
"ITDA","Trentino Alto Adige / Südtirol","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","LIN","liceo linguistico","2019","2019",3,,
"ITF1","Abruzzo","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","STA","statale","IND","istituto professionale per l'industria e l'artigianato","2019","2019",89,,
"ITF3","Campania","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","ARTI","liceo artistico","2019","2019",15,,
"ITC1","Piemonte","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","ART","istituto d arte","2019","2019",158,,
"ITE1","Toscana","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","IND","istituto professionale per l'industria e l'artigianato","2019","2019",541,,
"ITF3","Campania","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PRI","privata","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",120,,
"ITD2","Provincia Autonoma Trento","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","TECH","altri istituti tecnici","2019","2019",13,,
"ITD2","Provincia Autonoma Trento","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","CLA","liceo classico","2019","2019",3,,
"ITE","Centro","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","STA","statale","CLA","liceo classico","2019","2019",2589,,
"ITE4","Lazio","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","TECH","altri istituti tecnici","2019","2019",458,,
"ITF2","Molise","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","ALL","totale","ART","istituto d arte","2019","2019",6,,
"ITD","Nord-est","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","ALL","totale","2019","2019",975,,
"ITF2","Molise","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","ALL","totale","COM","istituto professionale per i servizi commerciali","2019","2019",8,,
"ITE","Centro","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","ALL","totale","2019","2019",49720,,
"ITC1","Piemonte","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","STA","statale","CLA","liceo classico","2019","2019",165,,
